tblInstallBase_Ident Item Id,Ident Asset Num,Country,SEN Connectivity,Overall Status,Substatus,Last Pour,Equip Serial Num Upper Case
9314241,10681231,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201535PT085
9418424,10742972,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 38 PM,6201609PT345
9418425,10742973,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 10 PM,6201609PT361
9424507,10658782,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6201609PT370
9443102,10807983,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 04: 48: 45 PM,6201609PT380
9314660,10665166,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 59: 41 PM,6201535PT087
9420414,10655011,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 26 PM,6201609PT367
9420415,10655012,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201609PT368
9420413,10655010,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201609PT353
9436327,10785902,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201610PT100
9423074,10723202,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 01: 06: 37 PM,6201610PT040
9444378,10787181,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 03 PM,6201608PT169
9441442,10806474,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 17 PM,62O1609PT459
9451392,10776792,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6201612PT098
9483957,10864196,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6201608PT164
9294880,10174209,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 01: 52: 11 PM,6201531PT002
9310696,10193834,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,04-21-2016 10: 47: 53 AM,6201535PT077
9436322,10808411,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201612PT010
9264512,10613493,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 50 PM,6201523PT006
9376955,10742802,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 38 PM,6201550PT267
9376957,10742804,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201550PT270
9419635,10659644,USA,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6201608PT341
9306617,10614885,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 28 PM,6201534PT034
9295557,2217496,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-21-2016 07: 01: 07 PM,6201528PT022
9285804,10423978,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201525PT022
9387624,10734804,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-25-2016 04: 01: 43 PM,6201552PT099
9387635,10734815,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-25-2016 04: 01: 51 PM,6201602PT023
9382327,10758748,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 09 PM,6201550PT269
9283219,10594599,USA,Transmitting Data,Connected & Reporting,No Action,06-12-2016 08: 47: 10 AM,6201523PT009
9283220,10648200,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201523PT029
9417953,10644213,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 11: 53: 46 AM,6201608PT373
9297370,10529797,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201523PT001
9297373,10651682,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201523PT003
9418460,10622990,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201608PT352
9313224,10661159,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 58: 55 PM,6201535PT069
9305484,10614871,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,02-27-2016 05: 40: 24 PM,6201531PT010
9364950,10729774,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 54: 37 PM,6201545PT075
9346928,10735080,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 33 PM,6201541PT011
9285803,10423977,USA,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,,6201525PT023
9306616,10614884,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 26 PM,6201533PT063
9306619,10614887,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 46 PM,6201533PT076
9306618,10614886,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 25 PM,6201534PT045
9364949,10729772,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 43: 46 PM,6201545PT073
9364952,10729779,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 02: 32 PM,6201543PT141
9314647,10665159,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 00: 30 PM,6201535PT086
9393398,10735868,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 11: 07 PM,6201602PT571
9392564,10713815,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6201603PT250
9306613,10614881,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 48 PM,6201534PT035
9349550,10689497,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 16 AM,6201541PT020
9417474,10776699,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 54 PM,6201609PT343
9306612,10614880,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201534PT037
9306615,10614883,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201534PT041
9392565,10713816,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201603PT064
9345042,10667616,USA,Transmitting Data,Connected & Reporting,No Action,06-12-2016 09: 26: 21 AM,6201540PT058
9345043,10667617,USA,Transmitting Data,Connected & Reporting,No Action,06-09-2016 09: 26: 59 AM,6201540PT060
9298863,10626860,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 44 PM,6201523PT036
9387625,10734805,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 53 PM,6201552PT101
9387634,10734814,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 03 PM,6201552PT105
9417470,10776695,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6201608PT358
9451391,10776791,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6201612PT097
9451393,10776793,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6201613PT042
9344841,10621076,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 00: 11 PM,6201540PT057
9387622,10734802,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 14 PM,6201602PT022
9387623,10734803,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 40 PM,6201552PT102
9298862,10626855,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 42 PM,6201525PT021
9418462,10622994,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 09 PM,6201608PT369
9310267,10593691,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 16 PM,6201533PT067
9283221,10648201,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 05: 33 PM,6201523PT007
9363701,10684692,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201543PT142
9417177,10736469,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201608PT319
9451958,10836696,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 33: 10 AM,6201609PT360
9481009,10858041,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6201610PT049
9295918,10639667,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 10: 28: 26 AM,6201531PT006
9283222,10648202,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201523PT028
9420418,10654993,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201608PT354
9423462,10654994,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 36 PM,6201608PT338
9364948,10688669,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 03: 43 PM,6201545PT070
9364953,10729780,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 01: 03: 06 AM,6201545PT074
9420412,10655009,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201609PT351
9346930,10735082,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 12: 33: 32 AM,6201541PT018
9417471,10776696,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 58 PM,6201608PT173
9287416,10648217,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201526PT012
9418920,10658778,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201608PT353
9303235,70037414,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 39 PM,6201533PT012
9305500,70039110,Canada,Transmitting Data,Connected & Reporting,No Action,06-09-2016 06: 30: 40 PM,6201535PT024
9213715,70031574,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 02: 58 PM,6201512PT003
9213717,70031575,Canada,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6201512PT005
9213450,70031584,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 59 PM,6201511PT008
9330474,70038908,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 35 PM,6201536PT069
9213714,70031578,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 11: 02 PM,6201512PT002
9299556,70036346,Canada,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201528PT019
9213713,70031576,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 43 PM,6201511PT013
9213446,70031579,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 07: 56 PM,6201511PT005
9213461,70031582,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 20: 33 PM,6201511PT010
9330482,70038916,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 34 PM,6201538PT018
9299559,70036349,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 42 PM,6201528PT026
9304779,70038884,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 56: 02 PM,6201535PT007
9330475,70038909,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 00: 09 PM,6201536PT071
9330478,70038912,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 31 PM,6201538PT014
9213711,70032083,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 56: 45 PM,6201511PT012
9311195,70038734,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 05: 34 PM,6201533PT054
9301400,70038565,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 03: 02 PM,6201523PT040
9301395,70038560,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 37 PM,6201523PT030
9311194,70038733,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 15: 37 AM,6201531PT011
9311183,70038793,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 39 PM,6201535PT061
9311181,70038791,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-28-2016 08: 42: 34 PM,6201535PT057
9311184,70038794,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 07: 26: 12 PM,6201535PT062
9311193,70038732,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,06-07-2016 01: 28: 40 PM,6201533PT059
9310104,70037744,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,03-31-2016 05: 35: 38 PM,6201535PT006
9310102,70037742,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 57 PM,6201535PT004
9310103,70037743,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 11: 00 PM,6201535PT005
9301076,70037708,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 11 PM,6201533PT006
9301072,70037704,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 06: 43 PM,6201533PT002
9310106,70037747,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 01 PM,6201535PT027
9301079,70037711,Canada,Not Connected,MEM Remediation in progress for SEN Connectivity - Canada,MEM to Submit SEN Onboarding Form,,6201533PT009
9301071,70037703,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 16: 49 PM,6201533PT001
9310431,70039078,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,04-25-2016 10: 37: 37 PM,6201535PT013
9305502,70039109,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 49 PM,6201535PT026
9300594,70037355,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 09 PM,6201533PT023
9305501,70039112,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 14 PM,6201535PT025
9310246,70037745,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 09: 33 PM,6201535PT009
9303228,70037407,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 00: 01 PM,6201533PT022
9300598,70037359,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 57 PM,6201533PT020
9310433,70039080,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 01: 19: 36 PM,6201534PT038
9303229,70037408,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 49 PM,6201533PT011
9304180,10628362,USA,Transmitting Data,Connected & Reporting,No Action,06-08-2016 01: 51: 38 PM,6201535PT008
9304181,10628363,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201535PT010
9304179,10628361,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201534PT050
9443100,10729356,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201613PT039
9416544,10729155,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,62O1609PT347
9416546,10729157,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 34: 22 PM,62O1609PT336
9294833,10599096,USA,Transmitting Data,Connected & Reporting,No Action,06-13-2016 11: 57: 03 AM,6201525PT026
9304178,10628360,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6201534PT036
9418868,10789412,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201610PT017
9479252,10855611,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6201612PT004
9297372,10529799,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 02 PM,6201523PT005
9416541,10736467,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 12: 50: 47 PM,6201608PT345
9310266,10593690,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 57 PM,6201533PT062
9408726,10756127,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6201604PT036
9310695,10193833,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 11: 48: 28 AM,6201535PT076
9362306,10736924,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201543PT143
9295917,10639666,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 24 PM,6201531PT005
9283223,10648203,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201525PT028
9415889,10655738,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 06 PM,6201608PT172
9414690,10582260,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 33 PM,6201608PT175
9438563,10731304,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 23 PM,62O1613PT028
9387630,10734810,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201552PT108
9387631,10734811,USA,Not Connected,MEM Remediation in progress for SEN Connectivity - USA,MEM to Submit SEN Onboarding Form,,6201552PT106
9385050,10733298,USA,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 05 PM,6201552PT109
9361554,10684699,USA,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201545PT067
9311186,70038796,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 00: 33 PM,6201535PT064
9299557,70036347,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 07: 16 PM,6201528PT016
9304781,70038886,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 08: 36 PM,6201535PT012
9213444,70031587,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 55 PM,6201512PT007
